num,title,link,content
1,"[단독] 주택금융공사 시험장서 확진자…8일부터 증상, 쇼핑몰도 방문",http://news.mk.co.kr/newsRead.php?no=860119&year=2020,주말 5급 공채·국회 9급 등 수험생들 불안감 고조 주택금융공사 필기시험을 본 응시자 중 코로나19 확진자가 발생하면서 이번 주말 공무원 시험을 앞두고 있는 수험생들이 불안감이 고조되고 있다 20일 주택금융공사는...
2,"우리금융, 스타트업 대상 금융 IT 교육",http://it.chosun.com/site/data/html_dir/2020/08/21/2020082100838.html,우리금융그룹은 스타트업(Start-up) 육성 프로그램인 디노랩(Digital Innovation Lab) 입주기업을 대상으로 서울 성수동 통합센터에서 금융IT 교육을 실시했다고 21일 밝혔다. 그동안 혁신적인 아이디어를 보유한 기업이라도...
3,금융 공기관 채용 기지개... 코로나 재확산은 ‘변수’,http://www.fnnews.com/news/202008210924480297,"이달 금융감독원, 한국수출입은행, 한국예탁결제원, 예금보험공사, 주택도시보증공사 등 금융 공기관에서 신입채용에 기지개를 켰다. 이후 다음 달 일제히 필기 전형이 잡힌 가운데, 최근 코로나19 재확산 추세가 변수로..."
4,주택금융공사 공채 시험장서 코로나 확진자... 같은 고사실 10명 시험봐,https://biz.chosun.com/site/data/html_dir/2020/08/21/2020082100675.html?utm_source=naver&utm_medium=original&utm_campaign=biz,이달 15일 진행된 한국주택금융공사 신입직원 채용 필기전형 응시자 중 신종 코로나바이러스 감염증(코로나19) 확진자가 발생했다. 21일 주택금융공사와 방역당국에 따르면 이 확진자는 서울 강동구에 거주하는...
5,"이베스트투자증권, 최대 연 10% 금리효과 제휴금융상품 출시",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202008210167&t=NN,"이베스트투자증권(대표이사 사장 김원규)은 수협은행, SK플래닛과 손잡고 연이율 최대 10%의 고금리 효과 제휴 금융상품을 이달 말까지 판매한다고 21일 밝혔다. 회사 설명에 따르면 이번 제휴 금융상품은 SK플래닛의..."
6,"윤종규 KB금융 회장, MZ세대들과 언택트 소통",http://www.edaily.co.kr/news/newspath.asp?newsid=02525606625869616,KB금융그룹은 19일 그룹내 MZ세대 직원들과 ‘e-소통라이브’ 시간을 개최했다. 이 행사는 윤종규 KB금융그룹 회장이 직원들과 소통하기 위해 유튜브 생중계로 진행됐다. 지난 12일에 이은 두번째 e-소통라이브이기도 하다....
7,"KB금융 윤종규 회장, 차세대 리더들과 두번째 소통 시간 가져",http://www.joseilbo.com/news/news_read.php?uid=404489&class=51&grp=,KB금융그룹은 윤종규 회장이 지난 12일에 이어 19일 그룹 MZ세대 직원들과 함께 유튜브 생중계를 통해 격의... 이날 행사에는 지난 회차에 아쉽게 참가하지 못했던 주니어보드 활동 직원 등 다양한 MZ세대 직원들이 KB금융그...
8,"기재차관 ""코로나19 재확산에 소상공 2차 금융지원 지속""(종합)",http://www.newsis.com/view/?id=NISX20200821_0001137089&cID=10401&pID=10400,"김용범 기획재정부 1차관은 21일 ""지원 여력이 충분히 남아있는 소상공인 2차 금융지원 프로그램을 통해 적극적인 금융지원을 지속하겠다""고 강조했다. 김 차관은 이날 정부서울청사에서 '제22차 혁신성장 전략점검회의 겸..."
9,[단독]'전 금융권 참여' 금융사기 막기 위한 첫 TF 회의 열린다,https://view.asiae.co.kr/article/2020082109505832799,전 금융권과 금융보안원이 보이스피싱 방지 협업을 위해 처음으로 한 자리에 모인다. 정부가 지난 6월 말 '보이스피싱 척결 종합방안'을 발표하며 보이스피싱 예방ㆍ차단ㆍ처벌 등 전 단계에 걸친 대응 강화를 주문한...
10,"신한금융, 네오플럭스 730억 원에 인수…“그룹 시너지 기대”",https://cnbc.sbs.co.kr/article_hub/10000993604?division=NAVER,신한금융지주가 벤처캐피탈 네오플럭스를 인수합니다. 신한금융지주는 어제(20일) 두산과 네오플럭스 주식매매계약을 체결하고 730억 원(잠정)에 인수하기로 결정했다고 밝혔습니다. 향후 확인 실사를 통한 매매대금 조정...
11,"전북은행, 외국인 근로자 금융지원 도내까지 확대 시행",http://sjbnews.com/news/news.php?number=691737,"전북은행은 서울과 수도권을 중심으로 활발하게 시행해 온 외국인 근로자 금융지원을 도내까지 확대 시행한다고 20일 밝혔다. 이를 위해 전북은행 따뜻한 금융클리닉 전주센터에서는 지난 6월부터 도내 3만6,000여명의..."
12,"신한금융, 네오플럭스 인수 위한 주식매매계약 체결",http://www.etnews.com/20200820000267,신한금융지주(회장 조용병)는 두산과 네오플럭스 주식매매계약(SPA)을 체결했다고 20일 밝혔다.. 앞서 양사는 각각 이사회를 열어 네오플럭스 지분 매매에 대한 안건을 의결했다. 이날 신한금융은 네오플럭스 보통주...
13,코로나19 재확산에 금융권 콜센터 또 '비상',https://www.news1.kr/articles/?4032509,"재확산하면서 금융권에 비상이 걸렸다. 방역당국이 감염 위험이 높은 곳을 중심으로 현재까지 총 150개 장소에 대해 역학조사를 진행했는데, 확진자가 나온 콜센터 4곳이 공교롭게 모두 금융사였다. 21일 금융권에 따르면..."
14,부동산 금융에 몰린 돈 2100조원… “실물경제 위험 전이 우려”,https://cnbc.sbs.co.kr/article_hub/10000993595?division=NAVER,"저금리 속에 집값 상승세가 계속되면서 부동산 금융에 몰린 돈이 2,100조 원을 넘은 것으로 나타났습니다. 정의당 장혜영 의원이 한국은행으로부터 받은 자료를 보면 올해 1분기 기준 부동산 금융 익스포저..."
15,"[TF현장] KB금융 노협 ""회장 추천 절차 '요식행위'에 불과"" 연임 반대",http://news.tf.co.kr/read/economy/1808006.htm,"KB금융 ""노조 의견 수용했다"" ""KB금융그룹 소속 직원 10명 중 8명이 윤종규 현 회장의 3연임에 반대하고 있다."" KB금융그룹 노동조합협의회(이하 KB노협)는 20일 오전 10시 서울 여의도 KB국민은행 본점에서 열린 '윤종규 회장..."
16,"우리금융, 스타트업 대상 ‘금융 IT교육’",http://news.heraldcorp.com/view.php?ud=20200821000281,우리금융그룹(회장 손태승)이 스타트업 육성 프로그램 '디노랩(Digital Innovation Lab)' 입주기업을 대상으로 금융IT 교육을 실시했다. 21일 우리금융은 혁신 스타트업도 금융권 IT시스템 전반에 대한 경험과 이해가...
17,"이베스트투자증권, 최대 연 10% 금리효과 제휴금융상품 출시",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202008210167&t=NN,"이베스트투자증권(대표이사 사장 김원규)은 수협은행, SK플래닛과 손잡고 연이율 최대 10%의 고금리 효과 제휴 금융상품을 이달 말까지 판매한다고 21일 밝혔다. 회사 설명에 따르면 이번 제휴 금융상품은 SK플래닛의..."
18,하반기 채용...금융·전자·통신 맑음 여행·항공·차 흐림,https://zdnet.co.kr/view/?no=20200820074917,코로나19 쇼크로 여행·항공업에서는 역대 가장 낮은 채용계획을 세운 반면 금융보험 및 정보통신 등... 조사업종 15개 가운데 ▲금융·보험(64.1%) ▲전자·반도체(63.3%) ▲정보·통신(61.1%) ▲의료·간호(60.0%) ▲운수·운송...
19,"윤종규 KB금융 회장, MZ세대들과 언택트 소통",http://www.edaily.co.kr/news/newspath.asp?newsid=02525606625869616,KB금융그룹은 19일 그룹내 MZ세대 직원들과 ‘e-소통라이브’ 시간을 개최했다. 이 행사는 윤종규 KB금융그룹 회장이 직원들과 소통하기 위해 유튜브 생중계로 진행됐다. 지난 12일에 이은 두번째 e-소통라이브이기도 하다....
20,"KB금융 윤종규 회장, 차세대 리더들과 두번째 소통 시간 가져",http://www.joseilbo.com/news/news_read.php?uid=404489&class=51&grp=,KB금융그룹은 윤종규 회장이 지난 12일에 이어 19일 그룹 MZ세대 직원들과 함께 유튜브 생중계를 통해 격의... 이날 행사에는 지난 회차에 아쉽게 참가하지 못했던 주니어보드 활동 직원 등 다양한 MZ세대 직원들이 KB금융그...
21,농협상호금융 다같이(多가치) 동행 예금 출시,http://www.munhwa.com/news/view.html?no=20200821MW081630346809,농협상호금융에서 출시한 다같이(多가치) 동행 예금에 가입했다. 이 회장은 최근 수도권 신종 코로나바이러스 감염증(코로나19) 확산에 따라 일선 금융창구 및 경제사업장(하나로마트)의 방역상태도 점검했다. 농협에...
22,신한·카뱅·케뱅 디도스 공격…금융권 보안 문제 없나,http://www.newsis.com/view/?id=NISX20200821_0001137419&cID=10401&pID=10400,금전 피해나 시스템 마비가 있을 정도는 아니었지만 금융 보안에 경각심을 가져야 한다는 지적이 나온다. 21일 금융권에 따르면 금융보안원은 최근 금융회사들을 상대로 '신한은행 등이 금전을 요구하는 해외...
23,"KB금융 윤종규, 차세대 리더들과 두번째 ‘e-소통 라이브’",http://news.heraldcorp.com/view.php?ud=20200821000280,윤종규 KB금융지주 회장이 국민은행 MZ(밀레니얼)세대 직원들과 두 번째 ‘e-소통라이브’ 시간을 가졌다. 대화는 유튜브 생중계로 진행됐다. KB금융그룹은 21일 윤 회장이 지난 12일에 이어 19일 두 번째 온라인 생중계 ‘e...
24,"금융보안원, 금융분야 데이터전문기관 업무 본격 실시",http://www.boannews.com/media/view.asp?idx=90610&kind=,금융(신한카드)과 통신(SK텔레콤) 간 데이터 결합 포함 3건 진행미래에셋대우와 미래에셋생명 신청 금융빅데이터 페스티벌 사용 데이터의 익명 처리 적정성 평가 완료금융분야 첫 데이터전문기관으로서 한국판 디지털...
25,11월부터 연 2천만원 이하 주택임대·금융소득에도 건보료 부과,http://yna.kr/AKR20200819141800530?did=1195m,"주택임대소득과 금융소득에 건강보험료(건보료)가 부과된다. 지금까지는 주택임대나 금융투자로 소득이 생겨도 액수가 2천만원을 넘지 않았다면 건보료를 내지 않았으나, 앞으로는 소득 규모에 따라 건보료를..."
26,"두산, 신한금융에 네오플럭스 730억에 매각",http://www.fnnews.com/news/202008201708026546,두산그룹이 재무구조 개선을 위해 730억원에 벤처캐피털 계열사인 네오플럭스를 신한금융지주에 매각했다. ㈜두산은 신한금융지주와 네오플럭스 지분 매각 계약을 체결했다고 20일 밝혔다. 매각 대상은 ㈜두산이...
27,"이베스트투자증권, 최대 연 10% 금리효과 제휴금융상품 출시",http://www.shinailbo.co.kr/news/articleView.html?idxno=1311624,이베스트투자증권이 수협은행·SK플래닛과 손잡고 연이율 최대 10%의 고금리 효과 제휴 금융상품을 이달 말까지 판매한다고 21일 밝혔다. 이 상품은 SK플래닛의 '시럽 월렛' 혜택금융에서 가입 할 수 있는 수협은행의...
28,공기업 시험 줄잇는데… 주택금융공사 필기시험서 확진자,https://news.chosun.com/site/data/html_dir/2020/08/21/2020082101129.html?utm_source=naver&utm_medium=original&utm_campaign=news,대표적인 금융 공공기관인 주택금융공사의 필기 시험장에서 코로나 확진자가 나왔다. 다음달 이른바 ‘A매치’로 불리는 주요 금융 공공기관 필기시험이 예정된 상황에서 취업준비생들이 발을 동동 구르고 있다....
29,"정부, 블록체인-가상자산 금융 활성화 방안 찾는다",http://www.fnnews.com/news/202008201700016656,"정부가 블록체인과 가상자산을 활용한 분산금융 서비스(디파이, De-Fi)를 국내 시장에 적용하고, 시장을 키울... 혁신금융 생태계 연구조사를 위한 용역' 입찰을 실시한다. 올해 디파이가 빠르게 성장하며 전세계적인..."
30,"우리은행, 중진공과 협업해 中企 금융지원 대출상품 출시",https://cnbc.sbs.co.kr/article_hub/10000993489?division=NAVER,"우리은행이 중소벤처기업진흥공단과 손잡고 중소기업 금융지원 대출상품인 '우리 중진공 투게더론'을 오는... 우리은행 관계자는 ""우리 중진공 투게더론은 중진공과 협업해 혁신성장 중소기업을 지원하는 혁신 금융 선도..."
31,"KB국민은행, AI+금융 콜라보레이션 경진대회 연다",http://www.etnews.com/20200820000204,AI 기술을 적용한 미래금융 아이디어를 확보하고 우수인재들의 금융 분야 관심을 높이고자 마련됐다. 'KB-ALBERT'가 공모 분야에 추가된 것이 특징이다. KB-ALBERT는 최신 딥러닝 언어 모델인 ALBERT를 기반으로...
32,"전북서민금융복지센터, 코로나19 의료진 응원 ‘덕분에 챌린지’ 동참",http://sjbnews.com/news/news.php?number=691731,전라북도서민금융복지센터는 지난 19일 코로나19 극복을 위해 헌실하는 의료진에게 감사와 존경의 마음을 전하는 ‘덕분에 챌린지’ 캠페인에 동참했다. 이번 캠페인은 전북광역자활센터의 지목을 받아 전라북도서민금융...
33,"KT-우리금융, 디지털금융 맞손...마이데이터 사업 겨냥",http://www.bloter.net/archives/401218,"KT와 우리금융이 디지털 금융 분야에서 손을 잡았다. 금융과 통신 분야에서 데이터 산업을 활성화하고, 치열한 시장 경쟁이 예상되는 마이데이터 사업에 뛰어든다는 방침이다. KT그룹과 우리금융그룹은 19일 서울시..."
34,"윤종규 KB금융 회장, 그룹 차세대 리더들과 두번째 비대면 소통 나서",https://www.sedaily.com/NewsView/1Z6NYSSAAY,KB금융그룹은 윤종규 회장이 지난 19일 그룹 MZ세대 직원들과 유튜브 생중계를 통한 ‘e-소통라이브’ 시간을... “KB금융그룹도 여의도 신사옥을 준공하면 현 여의도본점에 보육시설을 설치할 예정이며 워킹맘을...
35,"우리금융,?디노랩 입주 스타트업 대상 금융IT?교육",http://www.enewstoday.co.kr/news/articleView.html?idxno=1409054,우리금융그룹은 ?디노랩 입주 스타트업 기업을 대상으로 서울 성수동 통합센터에서 금융IT 교육을 실시했다고 21일 밝혔다. 그동안 혁신적인 아이디어를 보유한 기업이라도 금융권 IT시스템 전반에 대한 경험이나 이해가...
36,금융당국 신용대출 폭증 '경고'…신용대출도 막히나,http://www.newsis.com/view/?id=NISX20200820_0001136645&cID=10401&pID=10400,정옥주 박은비 기자 = 금융당국이 최근 급증세를 보이는 신용대출을 향해 잇따라 '구두경고'를 날리면서 앞으로 신용대출 마저 받기 어려워지는 것이 아니냐는 우려가 높아지고 있다. 21일 금융권에 따르면 손병두...
37,"편의점, 데이터를 판다…금융보안원 손잡은 BGF리테일",http://www.newsis.com/view/?id=NISX20200820_0001135939&cID=13001&pID=13000,"BGF리테일은 금융보안원과 편의점 데이터 유통 및 활용 혁신을 위한 업무 협약을 맺었다고 20일 밝혔다. 전날 열린 업무협약식에는 BGF리테일 이건준 사장과 송지택 혁신부문장, 금융보안원 김영기 원장과 김영전..."
38,‘영끌 더 옥죄나’ 홍남기 “2금융권 DSR 보완 ”...‘서민만 피해볼 것’ 비...,https://www.sedaily.com/NewsView/1Z6NJP2DIJ,홍남기 부총리 겸 기획재정부 장관은 20일 제2금융권의 총부채원리금상환비율(DSR)에 대해 “보완이... 하지만 금융권 대출을 조일 경우 현금이 부족한 서민의 피해만 커질 것이라는 비판도 나온다. 고소득층이나...
39,"SKT-대구은행 ""업계 최초 5G 양자보안 금융서비스 개발""",https://www.sedaily.com/NewsView/1Z6NIU1Q0B,"SK텔레콤은 대구은행과 손잡고 이 같은 5G스마트폰 기반의 양자보안 금융서비스를 공동 개발했다고 20일... 양사는 양자보안 산업의 생태계를 금융 영역으로 확장해 ‘테크핀(TechFin, 기금융 합성어)’ 시장을..."
40,"IBK기업은행, '소상공인 2차 금융지원 대출' 금리 인하",https://www.hankyung.com/economy/article/2020082067036,"IBK기업은행은 인터넷?모바일뱅킹에서 실행되는 '소상공인 2차 금융지원 대출'의 최고 금리를 기존의 연 3... 앞서 기업은행은 지난 6월 인터넷?모바일뱅킹에서 소상공인 2차 금융지원 대출의 대출 신청, 보증서 발급..."
41,"신한카드, 해외 자동차금융 확대… 카자흐스탄 자동차 1위사와 제휴",https://biz.chosun.com/site/data/html_dir/2020/08/20/2020082000903.html?utm_source=naver&utm_medium=original&utm_campaign=biz,자동차금융 제휴 협약(MOU)을 체결했다고 20일 밝혔다. 아시아오토는 카자흐스탄 최대 자동차 조립생산... 신한파이낸스는 아시아오토와의 협약을 통해 비펙 매장에서 판매되는 일부 차종 신차에 대한 금융상품을...
42,[속보] 주택금융공사 채용시험서 20대 확진자 발생,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202008210043&t=NN,이달 15일 치른 한국주택금융공사 신입직원 채용 필기전형 응시자 중 신종 코로나바이러스 감염증(코로나19) 확진자가 발생했다고 서울 영등포구가 21일 밝혔다. 이 확진자는 서울 강동구에 거주하는 20대이며 19일에...
43,금융권 결합 데이터 첫 사례는 '부산시 여행객 소비패턴',https://news.chosun.com/site/data/html_dir/2020/08/21/2020082101579.html?utm_source=naver&utm_medium=original&utm_campaign=news,"신한카드 소비 데이터와 SK텔레콤 모바일 데이터 결합 금융보안원, 데이터 결합 3건 추진 중 부산시 여행객들의 소비 패턴과 모바일 이용행태가 합쳐진 결합 데이터가 나올 것으로 보인다. 금융보안원은 금융권 가명정보..."
44,하나銀 '뉴 하나원큐' 금융거래·자산관리 동시에,http://www.fnnews.com/news/202008201751205047,하나은행이 20일 은행권 최초로 모든 금융업무 뿐 아니라 자산관리까지 동시에 가능한 인공지능(AI) 기반 신개념 모바일금융 앱 '뉴 하나원큐'를 선보였다. 또 출시 기념 평생 이체수수료 면제 등의 이벤트도 실시한다. '뉴...
45,엔씨소프트가 '엔터테인먼트와 금융'에 진출한다,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1641691,"현재 물망에 오른 분야는 금융과 엔터테인먼트다. 금융은 KB금융과 협업방안을 검토 중이고, 엔터테인먼트는 김택헌 수석부사장이 대표를 맡은 자회사를 통해 본격화한다. 이 중 먼저 관련 소식이 전해진 쪽은 금융이다...."
46,"신한파이낸스, 카자흐 車기업과 자동차금융 MOU",http://www.edaily.co.kr/news/newspath.asp?newsid=02194326625869288,자동차금융 제휴협약(MOU)를 체결했다고 20일 밝혔다. 아시아오토는 카자흐스탄 최대 자동차 조립 생산... 19일(현지시간) 신한파이낸스와 아시아오토는 카자흐스탄 비펙 알마티 본부에서 자동차 금융 제휴 협약식을...
47,"신한카드, 글로벌 자동차금융 확대 전략 시동",http://www.naeil.com/news_view/?id_art=359377,자동차 금융 제휴 협약(MOU)을 체결했다고 20일 밝혔다. 신한파이낸스와 아시아오토는 카자흐스탄 비펙 알마티 본부에서 자동차 금융 제휴 협약식을 진행했다고 20일 밝혔다. 사진 왼쪽부터 신한파이낸스 오영교...
48,"주요국들, 달러 스와프 규모 축소…금융시장 안정 반영",http://www.fnnews.com/news/202008210315236757,"금융시장 안정이 달러 스와프를 통한 달러 공급을 완화시키고 있다. 20일(이하 현지시간) 파이낸셜타임스(FT)에 따르면 유럽중앙은행(ECB), 영국은행(BOE), 일본은행(BOJ), 스위스국립은행(SNB) 등 4대 주요 중앙은행들이 이날..."
49,"동학개미 '빚투'·'영끌' 투자 어려워진다.. 금융당국, 전방위 압박",http://www.fnnews.com/news/202008201400203853,금융감독당국이 자금 쏠림이 과열되고 있는 주식 및 부동산 시장 대출에 대한 전반적인 모니터링에 나섰다.... 20일 금융위원회와 금융감독원에 따르면 금융위는 신용대출·전세대출 등을 중심으로 가계부채 전반에...
50,국경마저 넘은 동학개미에…대외금융자산 1조7천억달러 돌파,http://www.edaily.co.kr/news/newspath.asp?newsid=02686326625869288,[이데일리 원다연 기자] 우리나라의 대외금융자산 규모가 1조7000억달러를 넘어서며 사상 최대치를... 대외금융자산은 1조7401억달러로 지난 3월말과 비교해 674억달러 증가했다. 국내 투자자의 해외 주식 투자가 크게...
51,"""SK하이닉스, 9월 이후 주가 상승 전망""-신한금융투자",http://www.newspim.com/news/view/20200821000108,"SK하이닉스 이천 본사 [사진=심지혜 기자] 신한금융투자는 21일 보고서를 통해 예상보다 부진한 3분기 업황이 주가를 끌어내리는 요인이 되고 있다고 지적했다. 최도연 신한금융투자 연구원은 ""서버업체와 생산업체 간..."
52,"정부 ""론스타-하나금융 ICC 결과, ISDS에 영향 없다""",https://www.hankyung.com/society/article/202008208263i,미국계 사모펀드 론스타와 하나금융그룹 사이 국제상공회의소(ICC) 중재 판정문이 현재 진행 중인 한국... 20일 정부 관계자는 정부서울청사에서 열린 한국-론스타 ISDS 관련 범정부 합동 브리핑에서 “(론스타-하나금융)...
53,"대부금융, '집중호우 복구' 성금 3000만원 전달",http://www.newsis.com/view/?id=NISX20200820_0001135872&cID=10401&pID=10400,"한국대부금융협회는 주요 대부업체와 공동으로 집중호우 피해 복구를 위한 성금 3000만원을... 임승보 대부금융협회장은 ""집중호우로 실의에 빠진 수재민들에게 작게나마 힘을 보태고자 회원사들과 뜻을 모았다""며..."
54,"카카오·네이버·토스, 금융 감독 받는 길 열렸다",https://biz.chosun.com/site/data/html_dir/2020/08/21/2020082102195.html?utm_source=naver&utm_medium=original&utm_campaign=biz,"금융당국이 카카오(035720)와 네이버(NAVER(035420)), 토스 등 금융 계열사를 다수 보유한 빅테크(인터넷 플랫폼 기반의 대형 IT기업)를 금융그룹통합감독 대상에 포함시키는 길을 열어뒀다. 금융그룹 통합 감독은 금융지주사..."
55,"신협, 군산·거제 금융지원 기간 1년 연장",https://zdnet.co.kr/view/?no=20200821090211,신협중앙회가 고용·산업위기지역 군산·거제에 제공한 무이자·무담보대출 만기를 1년 연장한다고 21일 밝혔다. 신협은 지난해 6월부터 1년간 약 2천500명의 군산·거제 지역민에게 총 249억원의 대출을 무이자...
56,보이스피싱 등 금융사기 범죄자 ‘신상정보 공개’법 발의,https://cnbc.sbs.co.kr/article_hub/10000993652?division=NAVER,"보이스피싱과 금융 다단계 사기 등 서민을 대상으로 한 사기 범죄 근절을 위한 법안이 발의됐습니다. 오늘... 이 외에 유사수신행위 대상 범위 확대, 금융위의 직권조사권과 자료제출요구권 신설, 혐의자에 대한 징벌적..."
57,"P2P금융 헬로펀딩, 준법감시인에 김인 이사 선임",http://www.inews24.com/view/1292468,P2P금융기업 헬로펀딩은 오는 8월 27일 온투법 시행을 앞두고 조직 정비 및 안정화를 위하여 김인 준법감시인(이사)을 신규 선임하는 임원 인사를 실시했다고 21일 밝혔다. 준법감시인은 금융기관의 임직원이 직무를...
58,"기재차관 ""코로나19 재확산에 여력 남은 소상공 2차 금융지원 지속""",http://www.newsis.com/view/?id=NISX20200821_0001137015&cID=10401&pID=10400,"김용범 기획재정부 1차관은 21일 ""지원 여력이 충분히 남아있는 소상공인 2차 금융지원 프로그램을 통해 적극적인 금융지원을 지속하겠다""고 강조했다. 김 차관은 이날 정부서울청사에서 '제22차 혁신성장 전략점검회의..."
59,"IBK기업은행, '소상공인 2차 금융지원 대출' 금리 내려",http://www.kyeonggi.com/news/articleView.html?idxno=2312335,"IBK기업은행(은행장 윤종원)은 인터넷·모바일뱅킹에서 실행되는 '소상공인 2차 금융지원 대출'의 최고... 기업은행은 지난 6월 인터넷·모바일뱅킹에서 '소상공인 2차 금융지원 대출'의 대출 신청, 보증서 발급, 대출..."
60,"하나은행, 종합 금융 서비스 '뉴 하나원큐' 출시",http://www.newsprime.co.kr/news/article.html?no=514949,"하나은행(은행장 지성규)은 모바일금융 앱 '뉴 하나원큐'를 출시하고 평생 이체수수료 면제 등 다양한 손님... '뉴 하나원큐'는 하나금융그룹 관계사들과의 연계를 통해 주식 거래, 보험 진단, 카드 거래 등 다양한 금융..."
61,"두산, 신한금융지주에 네오플럭스 지분 매각",https://www.donga.com/news/article/all/20200820/102580365/1,두산그룹의 지주사인 ㈜두산이 재무구조 개선을 위해 신한금융지주와 네오플럭스 지분 매각 계약을... 두산중공업은 이달 2일 클럽모우CC를 하나금융-모아미래도 컨소시엄에 매각하고 채권단 차입금 상환을 처음으로...
62,돌연 '국제금융도시 후쿠오카' 구상...日부총리 지역구 챙기기?,http://www.fnnews.com/news/202008201451553079,"홍콩 금융권 인재와 기관을 흡수해 아시아 최대 금융허브로 만들겠다는 당초 일본의 '국제금융도시 도쿄' 구상이 흔들리고 있다. 최근 돌연, 도쿄를 대신해 후쿠오카현과 오사카 등 간사이 지방이 국제금융도시 후보지로..."
63,"금감원 대전충남지원, 천안서 호우 피해 금융상담",http://yna.kr/AKR20200820110000063?did=1195m,금융감독원 대전충남지원은 최근 내린 집중호우로 피해를 본 천안과 아산지역 주민과 중소기업을 돕기 위해 금융지원 상담을 한다고 20일 밝혔다. 오는 24∼25일 농협은행 천안시지부 3층 회의실에 '피해 현장...
64,신한생명 판매전문회사 ‘신한금융플러스’ 출범,https://biz.chosun.com/site/data/html_dir/2020/08/19/2020081901058.html?utm_source=naver&utm_medium=original&utm_campaign=biz,"신한생명은 지난 18일 서울 중구 신한L타워 2층 본점에서 신한생명의 보험 판매 자회사(GA) ‘신한금융플러스’의 출범식을 진행했다고 19일 밝혔다. 신한금융플러스의 최초 납입자본금은 200억원, 현재 자본금은..."
65,"기업은행, '소상공인 2차 금융지원 대출' 금리 인하",http://www.edaily.co.kr/news/newspath.asp?newsid=02473126625869288,"IBK기업은행은 ‘소상공인 2차 금융지원 대출’ 최고 금리를 기존 연 3~4%대 수준에서 연 2.8%로 인하했다고... 기업은행은 지난 6월 인터넷 및 모바일뱅킹을 통해 소상공인 2차 금융지원 대출의 신청, 보증서 발급, 대출..."
66,"""글로벌 車금융시장 공략"" 신한카드, 카자흐스탄 1위사와 맞손",https://www.sedaily.com/NewsView/1Z6NI4RGY3,신한파이낸스는 이를 발판으로 카자흐스탄에서 자동차 금융은 물론 신용대출까지 아우르는 소매대출... 신한파이낸스는 이번 아시아오토와의 협약을 통해 비펙 매장에서 판매되는 신차에 대한 금융상품을 우선 취급할...
67,우리금융·KT ‘디지털 금융 동맹’ 맺어,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202008191546001&code=930100,우리금융과 KT가 금융과 정보통신기술(ICT)을 융합한 신사업을 통해 혁신의 전기를 마련하기 위해 ‘디지털 금융 동맹’을 맺었다. 우리금융과 KT는 19일 서울 중구 우리은행 본점에서 금융·ICT 융합을 위한 전략적...
68,"금감원, 집중호우 피해지역 찾아가 금융 상담",https://biz.chosun.com/site/data/html_dir/2020/08/19/2020081901689.html?utm_source=naver&utm_medium=original&utm_campaign=biz,"금융감독원이 집중호우 피해현장을 직접 방문해 금융지원 상담을 하기 위한 ‘금융사랑방버스’를 운영한다. 금감원은 오는 20~27일 기간 중 집중호우 피해 지역인 전북 남원, 전남 곡성·구례, 경남 하동, 충북 충주..."
69,"신한금융, 벤처캐피털 네오플럭스 730억 원에 인수",http://www.munhwa.com/news/view.html?no=20200821MW142549433448,신한금융 “그룹 시너지 낼 것” 신한금융그룹이 벤처캐피털 네오플럭스를 730억 원에 인수한다. 벤처캐피털은 장래성 있는 벤처기업에 투자하는 투자전문회사를 말한다. 21일 금융권에 따르면 신한금융은 전날 두산과...
70,"푸르덴셜생명, 금융 라이프스타일 사이트 '베러 투모로우' 오픈",http://www.etnews.com/20200820000073,"푸르덴셜생명은 금융 라이프스타일 매거진인 '베러 투모로우(BETTER TOMORROW, BT)' 사이트를 오픈했다고 20일 밝혔다. BT는 다양한 사람들의 라이프스타일을 소개하고 그들만의 유익한 금융 정보를 전달하는 것이..."
71,"[단독] 네이버, 금융소비자보호법 적용 배제…카카오는 적용",http://news.heraldcorp.com/view.php?ud=20200820000167,금융위원회가 내년 3월 시행 예정인 금융소비자보호법 적용 대상에서 네이버(네이버파이낸셜)를 제외하기로 했다. 금소법 상 ‘금융회사’가 아니기 때문이란 이유다. 은행업과 증권업 등 금융업 인가를 받고 서비스를...
72,"[포토] 농협상호금융, 다같이(多가치) 동행 예금 출시",http://www.edaily.co.kr/news/newspath.asp?newsid=04139366625869288,이성희(가운데) 농협중앙회장이 20일 서울 영등포농협 여의대방로지점에서 다같이(多가치) 동행 예금에 1호로 가입하고 있다. '다같이(多가치) 동행 예금'은 일반고객이 예금상품을 가입하면 농협은 예금 평잔액에...
73,"Sh수협은행, 착한 금융상품 릴레이 가입 붐",http://www.joseilbo.com/news/news_read.php?uid=404423&class=51&grp=,Sh수협은행은 지난 19일 부산항만공사 남기찬 사장이 해양쓰레기 저감활동을 지원하는 공익상품 Sh해양플라스틱제로(Zero)예?적금에 가입했다고 20일 밝혔다. 부산항만공사 본사에서 진행된 이날 상품가입행사에는...
